"ЛИЦЕВОЙ","ХВС ВАННА НОМЕР","ХВС ВАННЯ ПОКАЗ","ХВС ТУАЛЕТ НОМЕР","ХВС ТУАЛЕТ ПОКАЗ","ХВС КУХНЯ НОМЕР","ХВС КУХНЯ ПОКАЗ","ПОЛИВ НОМЕР","ПОЛИВ ПОКАЗ","ГВС ВАННА НОМЕР","ГВС ВАННЯ ПОКАЗ","ГВС ТУАЛЕТ НОМЕР","ГВС ТУАЛЕТ ПОКАЗ","ГВС КУХНЯ НОМЕР","ГВС КУХНЯ ПОКАЗ","ОБРАТКА НОМЕР","ОБРАТКА ПОКАЗ"
"2340090750","17149","1215","","0","","0","","0","34387","457","","0","","0","","0"
"2340090760","255230","585","","0","","0","","0","201935","202","","0","","0","","0"
"2340090770","86214","965","","0","","0","","0","71858","237","","0","","0","","0"
"2340090780","63879","611","","0","","0","","0","44789","234","","0","","0","","0"
"2340090790","718249","346","","0","","0","","0","1199","141","","0","","0","","0"
"2340090800","3048003","1717","","0","","0","","0","3064440","608","","0","","0","","0"
"2340090810","548627","846","","0","","0","","0","558245","397","","0","","0","","0"
"2340090820","557468","547","","0","","0","","0","547363","438","","0","","0","","0"
"2340090830","4484720","1329","","0","","0","","0","4469354","493","","0","","0","","0"
"2340090840","4790337","977","","0","","0","","0","4558497","409","","0","","0","","0"
"2340090850","315405","295","","0","","0","","0","303797","95","","0","","0","","0"
"2340090860","618850","1347","","0","532780","1183","","0","7281","1","","0","478491","347","","0"
"2340090870","647435","950","","0","","0","","0","172234","210","","0","","0","","0"
"2340090880","141783","634","","0","","0","","0","122917","233","","0","","0","","0"
"2340090890","442374","1422","","0","442403","1799","","0","449296","1376","","0","448464","437","","0"
"2340090900","443135","1184","","0","","0","","0","364674","356","","0","","0","","0"
"2340090910","653192","970","","0","","0","","0","654073","435","","0","","0","","0"
"2340090920","393520","1134","","0","353094","425","","0","347325","435","","0","347491","200","","0"
"2340090930","321146","163","","0","","0","","0","268317","27","","0","","0","","0"
"2340090940","375462","2051","","0","","0","","0","442505","561","","0","","0","","0"
"2340090950","448870","961","","0","239954","928","","0","196768","328","","0","451047","181","","0"
"2340090960","238894","1073","","0","","0","","0","238846","105","","0","","0","","0"
"2340090970","900844803","1015","","0","","0","","0","903424103","154","","0","","0","","0"
"2340090980","","0","","0","","0","","0","","0","","0","","0","","0"
"2340090990","","0","","0","","0","","0","","0","","0","","0","","0"
"2340091000","334155","968","","0","","0","","0","329732","424","","0","","0","","0"
"2340100010","638897","618","","0","","0","","0","652451","186","","0","","0","","0"
"2340100020","332873","734","","0","","0","","0","136971","220","","0","","0","","0"
"2340100030","292572","335","","0","","0","","0","54273","116","","0","","0","","0"
"2340100040","35859","2835","","0","","0","","0","152","890","","0","","0","","0"
"2340100050","50281","793","","0","","0","","0","2085978","540","","0","","0","","0"
"2340100060","178626","1217","","0","","0","","0","188065","477","","0","","0","","0"
"2340100070","636514","254","","0","","0","","0","55050","87","","0","","0","","0"
"2340100080","597225","748","","0","","0","","0","82700","14","","0","","0","","0"
"2340100090","398892","1636","","0","","0","","0","392171","338","","0","","0","","0"
"2340100100","403517","681","","0","","0","","0","430488","439","","0","","0","","0"
"2340100110","4155714","858","","0","","0","","0","4097448","268","","0","","0","","0"
"2340100120","85427","80","","0","","0","","0","522696","333","","0","","0","","0"
"2340100130","335656","1840","","0","","0","","0","341297","854","","0","","0","","0"
"2340100140","895601503","1367","","0","","0","","0","895615003","617","","0","","0","","0"
"2340100150","77437","404","","0","","0","","0","120034","162","","0","","0","","0"
"2340100160","492309","1252","","0","","0","","0","595399","476","","0","","0","","0"
"2340100170","642877","1651","","0","","0","","0","645236","469","","0","","0","","0"
"2340100180","216857","391","","0","","0","","0","641","108","","0","","0","","0"
"2340100190","","0","","0","","0","","0","","0","","0","","0","","0"
"2340100200","691784","1047","","0","","0","","0","697037","497","","0","","0","","0"
"2340100210","4029639","1649","","0","","0","","0","3893680","362","","0","","0","","0"
"2340100220","3167326","1608","","0","","0","","0","3196727","264","","0","","0","","0"
"2340100230","3192924","376","","0","","0","","0","3140939","1","","0","","0","","0"
"2340100240","248259","1431","","0","","0","","0","240924","595","","0","","0","","0"
"2340100250","4784921","1263","","0","","0","","0","4892359","441","","0","","0","","0"
"2340100260","24361","1417","","0","","0","","0","38205","154","","0","","0","","0"
"2340100270","222680","664","","0","","0","","0","212334","241","","0","","0","","0"
"2340100280","","0","","0","","0","","0","","0","","0","","0","","0"
"2340100290","615768","1325","","0","","0","","0","655334","128","","0","","0","","0"
"2340100300","520801","1253","","0","","0","","0","497254","408","","0","","0","","0"
"2340100310","198352","1316","","0","","0","","0","1238","600","","0","","0","","0"
"2340100320","179204","853","","0","","0","","0","253228","395","","0","","0","","0"
"2340100330","890597003","921","","0","","0","","0","890751803","302","","0","","0","","0"
"2340100340","244818","605","","0","","0","","0","223116","327","","0","","0","","0"
"2340100350","5257858","996","","0","","0","","0","4469645","188","","0","","0","","0"
"2340100360","293824","614","","0","","0","","0","343978","29","","0","","0","","0"
"2340100370","6008","1449","","0","","0","","0","9676","657","","0","","0","","0"
"2340100380","404890","1025","","0","","0","","0","284","286","","0","","0","","0"
"2340100390","4880238","1078","","0","","0","","0","4647283","375","","0","","0","","0"
"2340100400","313612","1081","","0","","0","","0","532464","145","","0","","0","","0"
"2340100410","236195","814","","0","","0","","0","234947","195","","0","","0","","0"
"2340100420","834333","597","","0","","0","","0","833548","373","","0","","0","","0"
"2340100430","3347671","994","","0","","0","","0","3338360","274","","0","","0","","0"
"2340100440","","0","","0","","0","","0","","0","","0","","0","","0"
"2340100450","","0","","0","","0","","0","","0","","0","","0","","0"
"2340100460","","0","","0","","0","","0","","0","","0","","0","","0"
"2340100470","197577","547","","0","","0","","0","157935","272","","0","","0","","0"
"2340100480","392053","1535","","0","","0","","0","339535","580","","0","","0","","0"
"2340100490","179200","1361","","0","","0","","0","253260","436","","0","","0","","0"
"2340100500","179203","577","","0","","0","","0","512731","73","","0","","0","","0"
"2340100510","394216","1442","","0","","0","","0","380909","688","","0","","0","","0"
"2340100520","","0","","0","","0","","0","","0","","0","","0","","0"
"2340100530","225177","1077","","0","","0","","0","374968","37","","0","","0","","0"
"2340100540","2797683","1058","","0","","0","","0","2782295","395","","0","","0","","0"
"2340100550","66451","1898","","0","","0","","0","108675","248","","0","","0","","0"
"2340100560","179206","2049","","0","","0","","0","253185","408","","0","","0","","0"
"2340110010","61993","98","","0","","0","","0","46043","35","","0","","0","","0"
"2340110020","4920720","532","","0","","0","","0","4755737","533","","0","","0","","0"
"2340110030","3824419","697","","0","","0","","0","3819219","513","","0","","0","","0"
"2340110040","318686","435","","0","318877","79","","0","283101","150","","0","282548","99","","0"
"2340110050","4728202","650","","0","","0","","0","4827058","265","","0","","0","","0"
"2340110060","394369","648","","0","","0","","0","210003","577","","0","","0","","0"
"2340110070","3824196","1039","","0","","0","","0","3806127","463","","0","","0","","0"
"2340110080","464481","326","","0","440167","62","","0","425382","26","","0","123696","17","","0"
"2340110090","170946","54","","0","","0","","0","29568","9","","0","","0","","0"
"2340110100","4024088","1215","","0","","0","","0","4891118","601","","0","","0","","0"
"2340110110","2857004","965","","0","","0","","0","2847293","414","","0","","0","","0"
"2340110120","451093","487","","0","451149","123","","0","436519","225","","0","327244","106","","0"
"2340110130","375794","423","","0","","0","","0","365482","294","","0","","0","","0"
"2340110140","3243997","1215","","0","","0","","0","3263292","517","","0","","0","","0"
"2340110150","8903534","472","","0","","0","","0","8906489","344","","0","","0","","0"
"2340110160","120281","631","","0","","0","","0","135184","205","","0","","0","","0"
"2340110170","302541","519","","0","","0","","0","293264","222","","0","","0","","0"
"2340110180","775249","66","","0","","0","","0","5587","39","","0","","0","","0"
"2340110190","5042149","489","","0","","0","","0","5004855","167","","0","","0","","0"
"2340110200","5335007","197","5318578","504","5318646","325","","0","5330760","72","","0","5314994","21","","0"
"2340110210","120109","669","","0","","0","","0","252941","325","","0","","0","","0"
"2340110220","459083","466","","0","","0","","0","411116","338","","0","","0","","0"
"2340110230","4708907","878","","0","","0","","0","193679","376","","0","","0","","0"
"2340110241","","0","","0","","0","","0","","0","","0","","0","","0"
"2340110242","","0","","0","","0","","0","","0","","0","","0","","0"
"2340110250","447264","1183","","0","","0","","0","448535","0","","0","","0","","0"
"2340110260","239299","180","","0","","0","","0","7274","10","","0","","0","","0"
"2340110270","501453","853","","0","","0","","0","546762","764","","0","","0","","0"
"2340110280","343047","1693","","0","","0","","0","339954","1015","","0","","0","","0"
"2340110290","158531","1201","","0","","0","","0","301701","434","","0","","0","","0"
"2340110300","","0","","0","","0","","0","","0","","0","","0","","0"
"2340110310","603442","149","","0","","0","","0","305257","45","","0","","0","","0"
"2340110320","438604","826","","0","438210","211","","0","442484","464","","0","442483","164","","0"
"2340110330","520044","1023","","0","523945","195","","0","472781","539","","0","473717","164","","0"
"2340110340","","0","","0","","0","","0","","0","","0","","0","","0"
"2340110350","2979","1173","","0","","0","","0","624391","357","","0","","0","","0"
"2340110360","283374","568","","0","175322","121","","0","295246","140","","0","263959","183","","0"
"2340110370","4147279","1060","","0","4145941","359","","0","4097726","530","","0","3795191","245","","0"
"2340110380","4489887","879","","0","","0","","0","4471903","432","","0","","0","","0"
"2340110390","5852523","823","","0","","0","","0","5760035","357","","0","","0","","0"
"2340110400","2166860","772","","0","2167832","154","","0","2171155","241","","0","2171937","147","","0"
"2340110410","41287","842","","0","37092","241","","0","619255","486","","0","33190","86","","0"
"2340110420","433420","557","","0","","0","","0","436245","382","","0","","0","","0"
"2340110430","3815864","732","","0","3815610","203","","0","4016674","348","","0","4017371","182","","0"
"2340110440","","0","","0","","0","","0","","0","","0","","0","","0"
"2340110450","505535","664","","0","","0","","0","519442","457","","0","","0","","0"
"2340110460","192002","1257","","0","","0","","0","8092","170","","0","","0","","0"
"2340110470","292925","551","","0","306118","150","","0","292908","278","","0","315986","137","","0"
"2340110480","","0","","0","","0","","0","","0","","0","","0","","0"
"2340110490","77855","213","","0","","0","","0","75187","27","","0","","0","","0"
"2340110500","184460","333","","0","","0","","0","162265","64","","0","","0","","0"
"2340110510","896494403","868","","0","890508503","151","","0","890769503","390","","0","890697403","249","","0"
"2340110520","501373","681","","0","501295","211","","0","495372","122","","0","486112","117","","0"
"2340110530","4884594","1407","","0","","0","","0","4002292","611","","0","","0","","0"
"2340110540","387099","737","","0","","0","","0","305946","341","","0","","0","","0"
"2340110550","335352","568","","0","335351","141","","0","204311","136","","0","203863","123","","0"
"2340110560","472426","951","","0","463971","178","","0","372752","492","","0","410817","116","","0"
"2340110570","50731","1024","","0","","0","","0","53166","308","","0","","0","","0"
"2340110581","281378","216","","0","","0","","0","282810","125","","0","","0","","0"
"2340110582","","216","","0","","0","","0","","125","","0","","0","","0"
"2340110590","182891","1006","","0","175983","219","","0","8076","359","","0","138690","127","","0"
"2340110600","348138","1038","","0","249980","236","","0","340010","403","","0","241058","182","","0"
"2340110610","698964","257","","0","","0","","0","168533","111","","0","","0","","0"
"2340110620","421264","547","","0","","0","","0","413131","190","","0","","0","","0"
"2340110630","73841","264","","0","73425","50","","0","101871","44","","0","105579","40","","0"
"2340110640","895525403","715","","0","895489203","154","","0","898174303","520","","0","896487203","276","","0"
"2340110650","4386694","1100","","0","","0","","0","4158086","277","","0","","0","","0"
"2340110660","5119920","372","","0","","0","","0","4891887","137","","0","","0","","0"
"2340110670","400700","997","","0","401313","522","","0","394621","176","","0","399278","150","","0"
"2340110680","473587","1295","","0","473218","338","","0","446503","544","","0","447837","295","","0"
"2340110690","3167138","778","","0","","0","","0","3156956","131","","0","","0","","0"
"2340110700","3048045","1646","","0","","0","","0","2900578","525","","0","","0","","0"
"2340110710","229421","356","","0","230934","152","","0","16421","44","","0","190473","46","","0"
"2340110720","245295","801","","0","244639","192","","0","195169","447","","0","201390","290","","0"
"2340110730","450650","440","","0","","0","","0","466826","203","","0","","0","","0"
"2340110740","180526","649","","0","","0","","0","137107","90","","0","","0","","0"
"2340110750","400950","890","","0","406332","134","","0","558","392","","0","255","185","","0"
"2340110760","4822","789","","0","","0","","0","28135","721","","0","","0","","0"
"2340110770","632586","1314","","0","","0","","0","44678","261","","0","","0","","0"
"2340110780","1972384","683","","0","","0","","0","1970367","404","","0","","0","","0"
"2340110790","5980","905","","0","18489","214","","0","608551","376","","0","23227","178","","0"
"2340110800","3539255","922","","0","4669753","169","","0","4571974","408","","0","4572392","224","","0"
"2340110810","3047458","1393","","0","","0","","0","3065670","721","","0","","0","","0"
"2340110820","443525","966","","0","","0","","0","436177","108","","0","","0","","0"
"2340110830","175318","522","","0","175434","234","","0","191865","227","","0","191340","151","","0"
"2340110840","2552103","490","","0","","0","","0","2526747","305","","0","","0","","0"
"2340110850","69975","950","","0","","0","","0","109135","103","","0","","0","","0"
"2340110860","5057","706","","0","","0","","0","8464","297","","0","","0","","0"
"2340110870","215720","1506","","0","304302","646","","0","216682","355","","0","212475","110","","0"
"2340110880","11646923","0","","0","","0","","0","11649515","0","","0","","0","","0"
"2340110890","976160","1313","","0","","0","","0","976159","419","","0","","0","","0"
"2340110900","167752","134","","0","294024","127","","0","178985","87","","0","353564","75","","0"
"2340110910","3165003","644","","0","3165485","185","","0","3861","127","","0","3196894","159","","0"
"2340110920","4161759","197","","0","","0","","0","4148810","134","","0","","0","","0"
"2340110930","3295319","1001","","0","","0","","0","2525660","359","","0","","0","","0"
"2340110940","461529","912","","0","470561","542","","0","458140","480","","0","463403","180","","0"
"2340110950","615607","737","","0","443454","162","","0","623090","441","","0","646892","144","","0"
"2340110960","13219","380","","0","","0","","0","653807","178","","0","","0","","0"
"2340110970","21533","1501","","0","","0","","0","16756","355","","0","","0","","0"
"2340110980","","0","","0","","0","","0","","0","","0","","0","","0"
"2340110990","21645","1024","","0","","0","","0","28540","363","","0","","0","","0"
"2340111000","480359","1456","","0","","0","","0","547125","414","","0","","0","","0"
"2340111010","259998","519","","0","","0","","0","67076","169","","0","","0","","0"
"2340111020","188728","823","","0","","0","","0","189482","368","","0","","0","","0"
"2340111030","486466","1638","","0","487119","302","","0","471899","487","","0","471550","182","","0"
"2340111040","4780881","1222","","0","","0","","0","375103","109","","0","","0","","0"
"2340111050","5711141","601","","0","","0","","0","4483039","154","","0","","0","","0"
"2340111060","","0","","0","","0","","0","","0","","0","","0","","0"
"2340111070","2255874","2111","","0","","0","","0","2202799","896","","0","","0","","0"
"2340111080","","0","","0","","0","","0","","0","","0","","0","","0"
"2340111091","421608","530","","0","","0","","0","428446","347","","0","","0","","0"
"2340111092","","530","","0","","0","","0","","347","","0","","0","","0"
"2340111100","916368","109","","0","","0","","0","908284","24","","0","","0","","0"
"2340111110","268039","216","","0","271460","110","","0","56976","65","","0","57247","53","","0"
"2340111120","8056698","366","","0","","0","","0","8503","308","","0","","0","","0"
"2340111130","644139","759","","0","","0","","0","597818","128","","0","","0","","0"
"2340111140","366191","566","","0","","0","","0","326331","46","","0","","0","","0"
"2340111150","417155","1447","","0","414706","626","","0","402127","500","","0","407068","325","","0"
"2340111160","461159","1502","","0","","0","","0","488799","287","","0","","0","","0"
"2340111170","725941","810","","0","","0","","0","681765","332","","0","","0","","0"
"2340111180","5731","979","","0","","0","","0","15783","438","","0","","0","","0"
"2340121010","449425","639","","0","","0","","0","435137","20","","0","","0","","0"
"2340121020","5257962","395","","0","","0","","0","4471713","216","","0","","0","","0"
"2340121030","424313","847","","0","","0","","0","463440","186","","0","","0","","0"
"2340121040","386350","1100","","0","","0","","0","385256","659","","0","","0","","0"
"2340121050","476927","1126","","0","","0","","0","464239","524","","0","","0","","0"
"2340121060","2599751","733","","0","","0","","0","101934","130","","0","","0","","0"
"2340121070","4108192","781","","0","","0","","0","3806800","274","","0","","0","","0"
"2340121080","","0","","0","","0","","0","","0","","0","","0","","0"
"2340121090","397476","601","","0","","0","","0","364172","201","","0","","0","","0"
"2340121100","","0","","0","","0","","0","","0","","0","","0","","0"
"2340121110","10816","857","","0","","0","","0","8326","174","","0","","0","","0"
"2340121120","","0","","0","3045561","1517","","0","","0","","0","3048602","472","","0"
"2340121130","3243149","1157","","0","","0","","0","2895944","298","","0","","0","","0"
"2340121140","3163380","1186","","0","","0","","0","3197869","627","","0","","0","","0"
"2340121150","10841","962","","0","","0","","0","3949","597","","0","","0","","0"
"2340121160","333182","641","","0","","0","","0","508359","104","","0","","0","","0"
"2340121170","4110070","673","","0","","0","","0","4097777","192","","0","","0","","0"
"2340121180","266824","1238","","0","","0","","0","701168","197","","0","","0","","0"
"2340121190","12674","15","","0","","0","","0","228429","238","","0","","0","","0"
"2340121200","508368","972","","0","","0","","0","168372","140","","0","","0","","0"
"2340122010","4785841","1166","","0","","0","","0","4645946","671","","0","","0","","0"
"2340122020","452619","1142","","0","","0","","0","454657","705","","0","","0","","0"
"2340122030","390981","933","","0","","0","","0","365383","718","","0","","0","","0"
"2340122040","911395","666","","0","","0","","0","49039","84","","0","","0","","0"
"2340122050","3261159","1166","","0","","0","","0","2151866","362","","0","","0","","0"
"2340122060","335357","670","","0","","0","","0","203824","513","","0","","0","","0"
"2340122070","268701","621","","0","","0","","0","44066","70","","0","","0","","0"
"2340122080","4490077","1703","","0","","0","","0","5019363","460","","0","","0","","0"
"2340122090","1583","156","","0","","0","","0","8105","152","","0","","0","","0"
"2340122100","601831","388","","0","","0","","0","544741","186","","0","","0","","0"
"2340122110","б/н","132","","0","","0","","0","б/н","99995","","0","","0","","0"
"2340122120","900846103","1493","","0","","0","","0","902628303","475","","0","","0","","0"
"2340122130","","0","","0","","0","","0","","0","","0","","0","","0"
"2340122140","34109201","760","","0","","0","","0","34604154","160","","0","","0","","0"
"2340122150","2556190","1037","","0","","0","","0","2599404","572","","0","","0","","0"
"2340122160","443144","1242","","0","","0","","0","364733","514","","0","","0","","0"
"2340122170","236870","668","","0","","0","","0","238593","160","","0","","0","","0"
"2340122180","4726385","816","","0","","0","","0","5005709","390","","0","","0","","0"
"2340122190","493092","1367","","0","","0","","0","497239","428","","0","","0","","0"
"2340122200","368868","1489","","0","","0","","0","336210","363","","0","","0","","0"
"2340123010","4844732","1333","","0","","0","","0","4894599","507","","0","","0","","0"
"2340123020","3904002","1279","","0","","0","","0","3996060","795","","0","","0","","0"
"2340123030","441472","582","","0","","0","","0","417591","116","","0","","0","","0"
"2340123040","412905","139","","0","","0","","0","8191095","39","","0","","0","","0"
"2340123050","175823","243","","0","","0","","0","9363","30","","0","","0","","0"
"2340123060","12272","214","","0","","0","","0","614371","19","","0","","0","","0"
"2340123070","291076","440","","0","","0","","0","182931","142","","0","","0","","0"
"2340123080","230994","872","","0","","0","","0","120959","275","","0","","0","","0"
"2340123090","625024","633","","0","","0","","0","130925","233","","0","","0","","0"
"2340123100","","0","","0","","0","","0","","0","","0","","0","","0"
"2340123110","4948","806","","0","","0","","0","45269","144","","0","","0","","0"
"2340123120","8996","672","","0","","0","","0","3540","195","","0","","0","","0"
"2340123130","315266","568","","0","","0","","0","256505","151","","0","","0","","0"
"2340123140","211743","1477","","0","","0","","0","1504226","391","","0","","0","","0"
"2340123150","3267081","2444","","0","","0","","0","4043105","616","","0","","0","","0"
"2340123160","525843","973","","0","","0","","0","481874","301","","0","","0","","0"
"2340123170","10824","270","","0","","0","","0","565410","182","","0","","0","","0"
"2340123180","42835","181","","0","","0","","0","273890","36","","0","","0","","0"
"2340123190","5710247","1150","","0","","0","","0","4564801","555","","0","","0","","0"
"2340123200","97909","827","","0","","0","","0","175362","239","","0","","0","","0"
"2340124010","191853","494","","0","","0","","0","3336","272","","0","","0","","0"
"2340124020","4728466","939","","0","","0","","0","559939","162","","0","","0","","0"
"2340124030","35012","363","","0","","0","","0","73070","82","","0","","0","","0"
"2340124040","505234","1173","","0","","0","","0","487299","254","","0","","0","","0"
"2340124050","105859","1095","","0","","0","","0","96016","816","","0","","0","","0"
"2340124060","2526101","1334","","0","","0","","0","2862552","537","","0","","0","","0"
"2340124070","464435","467","","0","","0","","0","436784","176","","0","","0","","0"
"2340124080","260507","1119","","0","","0","","0","172654","24","","0","","0","","0"
"2340124090","213039","0","","0","","0","","0","303904","0","","0","","0","","0"
"2340124100","4018948","696","","0","","0","","0","561698","495","","0","","0","","0"
"2340124110","232005","190","","0","","0","","0","329040","99","","0","","0","","0"
"2340124120","327476","852","","0","","0","","0","357484","45","","0","","0","","0"
"2340124130","4148576","1407","","0","","0","","0","4159051","227","","0","","0","","0"
"2340124140","","0","","0","","0","","0","","0","","0","","0","","0"
"2340124150","625704","968","","0","","0","","0","99480","207","","0","","0","","0"
"2340124160","97469","123","","0","","0","","0","79943","31","","0","","0","","0"
"2340124170","118824","1015","","0","","0","","0","136032","363","","0","","0","","0"
"2340124180","818659601","1213","","0","","0","","0","819257101","526","","0","","0","","0"
"2340124190","135706","1027","","0","","0","","0","145739","190","","0","","0","","0"
"2340124200","239340","817","","0","","0","","0","183816","210","","0","","0","","0"
"2340125010","5132879","556","","0","","0","","0","4889330","341","","0","","0","","0"
"2340125020","29287","1500","","0","","0","","0","25329","551","","0","","0","","0"
"2340125030","387636","892","","0","","0","","0","388583","442","","0","","0","","0"
"2340125040","","0","","0","","0","","0","","0","","0","","0","","0"
"2340125050","227267","807","","0","","0","","0","258108","376","","0","","0","","0"
"2340125060","890505103","970","","0","","0","","0","890796803","434","","0","","0","","0"
"2340125070","571568","567","","0","","0","","0","530421","91","","0","","0","","0"
"2340125080","547234","608","","0","","0","","0","544926","211","","0","","0","","0"
"2340125090","188829","386","","0","","0","","0","136467","110","","0","","0","","0"
"2340125100","476620","674","","0","","0","","0","447811","352","","0","","0","","0"
"2340125110","504457","922","","0","","0","","0","527504","554","","0","","0","","0"
"2340125120","4118433","655","","0","","0","","0","5534","226","","0","","0","","0"
"2340125130","4539550","885","","0","","0","","0","328411","63","","0","","0","","0"
"2340125140","25149","1485","","0","","0","","0","399971","207","","0","","0","","0"
"2340125150","495172","1377","","0","","0","","0","432984","357","","0","","0","","0"
"2340125160","2906106","1237","","0","","0","","0","2844667","474","","0","","0","","0"
"2340125170","217199","931","","0","","0","","0","224068","239","","0","","0","","0"
"2340125180","3046242","1097","","0","","0","","0","2846099","338","","0","","0","","0"
"2340125190","","0","","0","","0","","0","","0","","0","","0","","0"
"2340125200","442312","226","","0","","0","","0","448417","80","","0","","0","","0"
"2340126010","288923","1036","","0","","0","","0","188838","162","","0","","0","","0"
"2340126020","20177","723","","0","","0","","0","22134","265","","0","","0","","0"
"2340126030","482012","1024","","0","","0","","0","506874","265","","0","","0","","0"
"2340126040","214059","978","","0","","0","","0","213927","241","","0","","0","","0"
"2340126050","6157720","949","","0","","0","","0","6012618","299","","0","","0","","0"
"2340126060","658039","935","","0","","0","","0","613418","308","","0","","0","","0"
"2340126070","3046602","769","","0","","0","","0","3067844","514","","0","","0","","0"
"2340126080","4933","611","","0","","0","","0","37749","127","","0","","0","","0"
"2340126090","179202","1018","","0","","0","","0","199410","537","","0","","0","","0"
"2340126100","525748","1291","","0","","0","","0","531229","231","","0","","0","","0"
"2340126110","4146478","820","","0","","0","","0","4157782","609","","0","","0","","0"
"2340126120","5131992","916","","0","","0","","0","4889430","147","","0","","0","","0"
"2340126130","8470191","167","","0","","0","","0","20806","563","","0","","0","","0"
"2340126140","29127","935","","0","","0","","0","30615","342","","0","","0","","0"
"2340126150","421582","602","","0","","0","","0","417403","198","","0","","0","","0"
"2340126160","559777","745","","0","","0","","0","565971","320","","0","","0","","0"
"2340126170","4827506","761","","0","","0","","0","3804911","647","","0","","0","","0"
"2340126180","5037250","510","","0","","0","","0","5005873","288","","0","","0","","0"
"2340126190","172741","564","","0","","0","","0","185864","174","","0","","0","","0"
"2340126200","575784","633","","0","","0","","0","551991","95","","0","","0","","0"
"2340127010","4829067","484","","0","","0","","0","4843876","229","","0","","0","","0"
"2340127020","337593","971","","0","","0","","0","669325","334","","0","","0","","0"
"2340127030","4107861","922","","0","","0","","0","4097953","325","","0","","0","","0"
"2340127040","189953","1086","","0","","0","","0","152317","438","","0","","0","","0"
"2340127050","485844","1004","","0","","0","","0","597761","278","","0","","0","","0"
"2340127060","280537","1464","","0","","0","","0","269626","431","","0","","0","","0"
"2340127070","121971","139","","0","","0","","0","132097","52","","0","","0","","0"
"2340127080","499801","1043","","0","","0","","0","537192","449","","0","","0","","0"
"2340127090","403699","951","","0","","0","","0","442574","423","","0","","0","","0"
"2340127100","23482","521","","0","","0","","0","14555","289","","0","","0","","0"
"2340127110","162326","1412","","0","","0","","0","159950","337","","0","","0","","0"
"2340127120","5752","491","","0","","0","","0","3275","168","","0","","0","","0"
"2340127130","96390","760","","0","","0","","0","140939","228","","0","","0","","0"
"2340127140","724097","91","","0","","0","","0","666638","2","","0","","0","","0"
"2340127150","190099","1107","","0","","0","","0","172570","318","","0","","0","","0"
"2340127160","152562","412","","0","","0","","0","151570","179","","0","","0","","0"
"2340127170","240320","732","","0","","0","","0","243136","4","","0","","0","","0"
"2340127180","669779","1003","","0","","0","","0","678256","92","","0","","0","","0"
"2340127190","425217","601","","0","","0","","0","434425","205","","0","","0","","0"
"2340127200","154653","1020","","0","","0","","0","164757","638","","0","","0","","0"
"2340128010","287615","418","","0","","0","","0","8494081","1","","0","","0","","0"
"2340128020","5132665","809","","0","","0","","0","4891163","453","","0","","0","","0"
"2340128030","526030","1177","","0","","0","","0","509310","291","","0","","0","","0"
"2340128040","220767","470","","0","","0","","0","225391","95","","0","","0","","0"
"2340128050","574577","1231","","0","","0","","0","627729","552","","0","","0","","0"
"2340128060","524300","510","","0","","0","","0","531120","163","","0","","0","","0"
"2340128070","94418","64","","0","","0","","0","226262","22","","0","","0","","0"
"2340128080","197234","1227","","0","","0","","0","188710","468","","0","","0","","0"
"2340128090","243326","939","","0","","0","","0","233816","99","","0","","0","","0"
"2340128100","55699","1032","","0","","0","","0","54126","498","","0","","0","","0"
"2340128110","768307","450","","0","","0","","0","125936","47","","0","","0","","0"
"2340128120","107355","99","","0","","0","","0","104965","5","","0","","0","","0"
"2340128130","66421","949","","0","","0","","0","76256","432","","0","","0","","0"
"2340128140","3243113","1046","","0","","0","","0","3195392","361","","0","","0","","0"
"2340129010","424289","947","","0","","0","","0","23807","90","","0","","0","","0"
"2340129020","377038","424","","0","","0","","0","336997","125","","0","","0","","0"
"2340129030","","0","","0","","0","","0","","0","","0","","0","","0"
"2340129040","73276","616","","0","","0","","0","101857","58","","0","","0","","0"
"2340129050","291771","1241","","0","","0","","0","269210","864","","0","","0","","0"
"2340129060","175852","639","","0","","0","","0","8471","147","","0","","0","","0"
"2340131010","377364","559","","0","","0","","0","389235","156","","0","","0","","0"
"2340131020","9200243431","32","","0","","0","","0","9200218105","8","","0","","0","","0"
"2340131030","4027344","427","","0","","0","","0","4136539","271","","0","","0","","0"
"2340131040","","0","","0","","0","","0","","0","","0","","0","","0"
"2340131050","2956367","687","","0","","0","","0","2797326","417","","0","","0","","0"
"2340131060","3260690","1111","","0","","0","","0","269721","480","","0","","0","","0"
"2340131070","424213","630","","0","","0","","0","424738","277","","0","","0","","0"
"2340131080","643233","635","","0","","0","","0","12680","184","","0","","0","","0"
"2340131090","187512","408","","0","","0","","0","186538","256","","0","","0","","0"
"2340131100","77595","622","","0","","0","","0","100477","335","","0","","0","","0"
"2340131110","278646","126","","0","","0","","0","124508","19","","0","","0","","0"
"2340131120","407559","697","","0","","0","","0","524129","192","","0","","0","","0"
"2340131130","465006","266","","0","","0","","0","724","150","","0","","0","","0"
"2340131140","145361","130","","0","","0","","0","173793","29","","0","","0","","0"
"2340131150","648825","164","","0","","0","","0","613145","81","","0","","0","","0"
"2340131160","","0","","0","","0","","0","","0","","0","","0","","0"
"2340131170","","0","","0","","0","","0","","0","","0","","0","","0"
